Station,Provenance,Description,Ligne de Provenance,ID Zone arret ICAR,ID Ligne de Provenance
Gare de Lyon,"Vincennes, Boissy-St-Léger, Marne-la-Vallée","Il s'agit d'un double quai, large d'environ vingt-cinq mètres, qui dessert sur une voie la direction de Nanterre-Préfecture et sur l'autre la direction de Vincennes.
Au centre du quai, un large couloir donne accès de chaque côté à des magasins et un ascenseur parallèle au quai, ouvert au centre, dos à la voie.
La position en tête de Nanterre-Préfecture correspond à celle en queue de la direction de Vincennes.
Les voies en direction de Nanterre-Préfecture sont sous les voies du RER D, voies 2 et 4, direction Orry-la-Ville, et les voies en direction de Vincennes sont sous le RER D, voies 1 et 3, direction de Villeneuve-Saint-Georges.
Des escalators et des escaliers longent symétriquement les deux voies. Ceux qui sont le plus proche de la voie en direction de Nanterre-Préfecture mènent aux lignes 1, 14, le RER D, voies 2 et 4, la SNCF grandes lignes et les sorties. Ceux qui sont le plus proche de la voie en direction de Vincennes mènent aux lignes 1, 14, les RER D, voies 1 et 3, la SNCF grandes lignes et les sorties.

Note : le sens des escalators peut être inversé.
En tête des trains courts et au premier tiers des trains longs, un escalator et un escalier montant, ouverts vers la queue pour les lignes 1, 14, la SNCF grandes lignes et les sorties.
Au milieu des trains courts et au premier tiers des trains longs, un escalator qui arrive du haut et un escalator montant, ouvert vers la queue, pour les lignes 1, 14, la SNCF grande ligne et les sorties.
Au troisième tiers des trains courts et au premier tiers des trains longs, un ascenseur, parallèle au quai, dos à la voie, pour le RER D, voie 2 et 4, direction Orry-la-Ville, les lignes 1 et 14.
En queue des trains courts et au milieu des trains longs, un escalator montant, ouvert vers la queue.
Au-delà de l'arrière des trains courts et au milieu des trains longs, un escalator qui arrive du haut et un escalator montant, ouverts vers la tête, pour le RER D, voie 2 et 4.
Au-delà de l'arrière des trains courts et au troisième tiers des trains longs, un escalator montant et un escalier montant, ouverture vers la tête, pour le RER D, voie 2 et 4.
Au-delà de l'arrière des trains courts et au troisième tiers des trains longs, un escalator qui arrive du haut et un escalator montant, ouverts vers la tête, pour la ligne 14 et les bus.
Au-delà de l'arrière des trains courts et en queue des trains longs, un escalator qui arrive du haut et un escalier montant, ouverts vers la tête, pour la ligne 14, les bus, la SNCF et les sorties.
Au-delà des trains courts et en queue des trains longs, un escalator et un escalier montants, ouverts vers la tête, pour le RER D, voie 2 et 4.
Au-delà des trains courts et en queue des trains longs, un escalator qui arrive du haut, ouverture vers la tête.
Note : le sens des escalators est susceptible d’être modifié en fonction des horaires et de l’affluence.",A,470195,C01742
Gare de Lyon,"Orry-la-Ville, Creil","Il s'agit d'un double quai. En regardant la tête, la voie 1 est à gauche, la voie 3 est à droite.
Les trains partent indifféremment des voies 1 et 3.
Les trains de la voie 1 roulent de la gauche vers la droite, mais les trains de la voie 3 roulent de la droite vers la gauche.
Les escaliers et escalators sont parallèles au quai entre les deux voies.

Au-delà de l'avant des trains courts et en tête des trains longs, un escalier montant, ouvert vers la queue.
Au-delà des trains courts et en tête des trains longs, un escalator et un escalier montants, ouverts vers la queue, pour les lignes 1, 14, les sorties et la SNCF.
Juste au-delà de la tête des trains courts et au premier tiers des trains longs, un escalator qui arrive du haut et un escalator montant, ouverts vers la queue, pour les lignes 1, 14, les sorties et la SNCF.
En tête des trains courts et au premier tiers des trains longs, un ascenseur, parallèle au quai, ouverture face à la voie 1, pour les lignes 1, 14, le RER A et les sorties.
Au premier tiers, un escalator descendant pour le RER A, ouvert vers la tête.
Au milieu, un escalator qui arrive du bas et un escalier descendant, ouvert vers la tête, pour le RER A.
Au milieu, un escalator qui arrive du bas et un escalier descendant, ouverts vers la tête, pour le RER A.
Au troisième tiers, un escalator qui arrive du bas et un escalator descendant, ouvert vers la tête<, pour le RER A.
Au troisième tiers, un escalier montant, ouvert vers la tête, pour les lignes 1, 14 et la sortie SNCF.
A la fin du troisième tiers, un ascenseur, parallèle au quai, pour la ligne 1, le RER A, et les sorties.
En queue des trains courts et au troisième tiers des trains longs, un escalator qui arrive du bas et un escalator descendant, ouverts vers la queue, pour le RER A.
Au-delà de l'arrière des trains courts et en queue des trains longs, un escalator descendant, ouvert vers la queue pour le RER A.
Au-delà de l'arrière des trains courts et en queue des trains longs, un escalier montant, ouvert vers la tête, pour les lignes 1, 14 et la sortie SNCF.
Au-delà de l'arrière des trains courts et en queue des trains longs, un escalator qui arrive du haut et un escalator montant, ouverts vers la queue, pour les lignes 1, 14 et la sortie SNCF.",D,470195,C01728
Gare de Lyon,"Villeneuve-Saint-Georges, Melun, Malesherbes","Il s'agit d'un double quai. En regardant la tête, la voie 2 est à gauche, la voie 4 est à droite.
Les trains partent indifféremment des voies 2 et 4, mais les trains de la voie 4 roulent dans les deux sens.
Les escaliers et escalators sont parallèles au quai entre les deux voies.

Note : Le sens des escalators peut être inversé.
Au-delà de la tête des trains courts et en tête des trains longs, un escalier montant, ouvert vers la queue pour les lignes 1, 14, et les sorties.
Au-delà de la tête des trains courts et en tête des trains longs, un escalator qui arrive du haut et un escalator montant, ouverts vers la tête pour les lignes 1, 14 et les sorties.
Au-delà de la tête des trains courts et en tête des trains longs, un ascenseur parallèle au quai, ouverture face à la voie 4. pour les lignes 1, 14, le RER A et les sorties
Au-delà de la tête des trains courts et en tête des trains longs, un escalator descendant, ouvert vers la tête pour le RER A.
Au niveau de la tête des trains courts et au premier tiers des trains long, un escalator qui arrive du haut et un escalator montant, ouverts vers la queue, pour les lignes 1, 14 et la SNCF grandes lignes.
Au milieu, un escalier montant, ouvert vers la queue, pour les lignes 1, 14 et la SNCF grandes lignes.
Au milieu, un escalator qui arrive du bas et un escalator descendant, ouverts vers la queue pour le RER A.
Au milieu, un escalier et un escalator descendants, ouverts vers la queue pour le RER A.
Au troisième tiers, un escalator qui arrive du bas et un escalier descendant, ouverts vers la queue pour le RER A.
A la fin du troisième tiers, un ascenseur, parallèle au quai, pour la ligne 1, le RER A, et les sorties.
En queue, un escalator descendant, ouvert vers la queue pour le RER A.
En queue, un escalator qui arrive du haut et un escalator montant, ouvert vers la tête pour les lignes 1, 14 et la SNCF grandes lignes.
En queue, un escalator et un escalier montants, ouverts vers la tête, pour les lignes 1, 14 et la SNCF grandes lignes.
En queue, un escalier montant, ouvert vers la tête pour les lignes 1, 14 et la SNCF grande ligne.",D,470195,C01728
Gare du Nord,Bobigny,"En tête, un escalier montant dans le prolongement du quai pour les sorties rue du faubourg Saint Denis, rue Saint Quentin, La SNCF grandes lignes et les bus.
Au premier tiers, un couloir perpendiculaire au quai pour les correspondances de la ligne 4, les RER B, D, E.
Au milieu, un double escalier montant et à sa droite un escalator montant pour les correspondances de la ligne 4, les RER B, D, E.
Au troisième tiers, un couloir perpendiculaire au quai, passage interdit.",5,462394,C01375
Gare du Nord,Place d'Italie,"Au premier tiers, un couloir perpendiculaire au quai pour la ligne 4 et les RER B, D, E.
Au troisième tiers, un couloir perpendiculaire au quai, passage interdit.
En queue, dans le prolongement du quai, un escalator montant et à sa droite un escalier montant pour les sorties rue du faubourg Saint-Denis, rue de Saint-Quentin, les bus, la SNCF grandes lignes.",5,462394,C01375
Gare du Nord,Porte de Clignancourt,"En tête, un court escalier montant perpendiculaire au quai pour les sorties rue du Faubourg Saint-Denis, rue de Saint Quentin, les bus 26, 38, 42, 43, 46, 48, 54, 65, 302, 350.
Au milieu, un couloir perpendiculaire au quai, pour la ligne 5, les RER B, D, E, et le réseau Ile de France.
Au troisième tiers, un escalier montant, passage interdit.
En queue, dans le prolongement du quai, un couloir pour les sorties rue de Dunkerque, boulevard Denain, la SNCF grandes lignes, les bus 30, 54, 31, 56, n14, n44.",4,462394,C01374
Gare du Nord,Bagneux - Lucie Aubrac,"En tête, un escalier montant perpendiculaire au quai, passage interdit.
En tête, juste en dessous, un couloir perpendiculaire au quai pour la ligne 5, les RER B, D, E par la station Magenta, le réseau Ile de France, la SNCF grandes lignes, les sorties boulevard Denain, rue de Dunkerque et les bus 30, 31, 54, 56.
Au troisième tiers, deux couloirs perpendiculaires au quai, côte à côte, pour la ligne 5, les RER B, D, E par la station Magenta, la ligne 2 par la station La Chapelle, le réseau Ile de France, la SNCF grandes lignes, les sorties boulevard Denain, rue de Dunkerque et les bus 30, 31, 54, 56.
A la fin du troisième tiers, un couloir perpendiculaire au quai, passage interdit.
En queue, un couloir perpendiculaire au quai pour les sorties rue du Faubourg Saint-Denis, rue de Saint Quentin, les bus 26, 38, 42, 43, 46, 48, 54, 65, 302, 350.",4,462394,C01374
Gare du Nord,"Bourg-la-Reine, Robinson, St-Rémy-lès-Chevreuse","Il s'agit d'un double quai, avec des passages qui communiquent avec la voie 41 en direction de Orry-la-Ville. Dans ces passages sont situés des escalators et des escaliers montants, parallèles au quai, tous pour les correspondances des lignes 4, 5, RER B, direction Bourg-la-Reine, RER D, direction Villeneuve-Saint Georges, RER E, la ligne 2 par la station La Chapelle et des sorties.
En tête, dans le premier passage, au-delà de la tête des trains longs, un escalator montant et un escalator qui arrive du haut, ouverture vers la tête.
Entre le premier et le deuxième passage correspond l'avant des trains longs.
En tête, dans le deuxième passage un double escalier montant, ouverture vers la queue.
Au premier tiers, dans le troisième passage, un ascenseur, perpendiculaire au quai, ouverture des portes vers la tête.
Au premier tiers, dans le quatrième passage, un double escalier montant, ouverture vers la queue.
Au premier tiers, dans le cinquième passage un escalator montant et un escalator qui arrive du haut, ouverture vers la queue.
Au deuxième tiers, dans le sixième passage un double escalier montant ouverture vers la queue et un escalier montant ouverture vers la tête.
Au milieu, dans le septième passage un guichet d'information, à gauche en venant de la voie 41 et à droite en venant de la voie 43.
A la fin du deuxième tiers, dans le huitième passage un double escalier montant, ouverture vers la queue.
Au début du troisième tiers, dans le neuvième passage un double escalier montant, ouverture vers la tête.
Au troisième tiers, dans le dixième passage, deux escalators qui arrivent du haut, ouverture vers la tête.
En queue, dans le onzième passage un escalator montant et un escalator qui arrive du haut ouverture vers la tête.
L'arrière des trains longs est situé après le onzième passage.
En queue, au-delà du dernier wagon, un ascenseur dans le prolongement du quai, ouverture des portes vers la tête.
Note : Les trains de la voie 43 roulent de la droite vers la gauche.",B,462394,C01743
Gare du Nord,"Aulnay-sous-Bois, Aéroport Charles de Gaulle, Mitry-Claye","Il s'agit d'un double quai, avec des passages qui communiquent avec la voie 44 en direction de Villeneuve-Saint Georges. Dans ces passages sont situés des escalators et des escaliers montants, parallèles au quai, tous pour les correspondances des lignes 4, 5, RER B, direction Aulnay-sous-Bois, RER D, direction Orry-la-Ville, RER E, la ligne 2 par la station La Chapelle et des sorties.
En tête, au-delà du premier wagon, un ascenseur, dans le prolongement du quai, pour les mêmes directions.
En tête, dans le premier passage, un escalator qui arrive du haut et un escalator montant, ouverture vers la queue.
Au premier tiers, dans le deuxième passage, un escalator qui arrive du haut et un escalator montant, ouverture vers la queue.
Au premier tiers, dans le troisième passage, un double escalier montant, ouverture vers la queue. En face de l'escalier, des distributeurs.
A la fin du premier tiers, dans le quatrième passage, un double escalier montant, ouverture vers la tête.
Au deuxième tiers, dans le cinquième passage, un double escalier montant, ouverture vers la tête.
Au deuxième tiers, dans le sixième passage, il n'y a rien.
Au milieu, dans le septième passage un double escalier montant, ouverture vers la queue.
A ce niveau se situe l'arrière des trains courts.
A la fin du deuxième tiers, dans le huitième passage, un escalator qui arrive du haut et un escalator montant, ouverture vers la queue.
Au troisième tiers, dans le neuvième passage, un double escalier montant, ouverture vers la queue, et en face, un ascenseur, perpendiculaire au quai, pour les sorties.
Au troisième tiers, dans le dixième passage, il n'y a rien.
Au troisième tiers, dans le onzième passage, un double escalier montant, ouverture vers la queue.
En queue, dans le douzième passage, un escalier montant, ouverture vers la queue.",B,462394,C01743
Gare du Nord,"Orry-la-Ville, Creil","Il s'agit d'un double quai, avec des passages qui communiquent avec la voie 42 en direction Bourg-la-Reine. Dans ces passages sont situés des escalators et des escaliers montants, parallèles au quai, tous pour les correspondances des lignes 4, 5, RER B, direction Aulnay-sous-Bois, RER D, direction Orry-la-Ville, RER E, la ligne 2 par la station La Chapelle et des sorties.
Pour emprunter l'ascenseur pour les correspondances et les sorties, il faut passer sur la voie 42 et remonter au-delà de la tête du premier wagon pour trouver l'ascenseur dans le prolongement du quai.
En tête, dans le premier passage, un escalator qui arrive du haut et un escalator montant, ouverture vers la queue.
Au premier tiers, dans le deuxième passage, un escalator qui arrive du haut et un escalator montant, ouverture vers la queue.
Au premier tiers, dans le troisième passage, un double escalier montant, ouverture vers la queue. En face de l'escalier, des distributeurs.
Au premier tiers, dans le quatrième passage, un double escalier montant, ouverture vers la tête.
Au deuxième tiers, dans le cinquième passage, un double escalier montant, ouverture vers la tête.
Au deuxième tiers, dans le sixième passage, il n'y a rien.
Au milieu, dans le septième passage un double escalier montant, ouverture vers la queue. Les trains courts s'arrêtent à ce niveau.
A la fin du deuxième tiers, dans le huitième passage, un escalator qui arrive du haut et un escalator montant, ouverture vers la queue.
Au troisième tiers, dans le neuvième passage, un double escalier montant, ouverture vers la queue, et en face, un ascenseur, perpendiculaire au quai, pour les sorties.
Au troisième tiers, dans le dixième passage, il n'y a rien.
Au troisième tiers, dans le onzième passage, un double escalier montant, ouverture vers la queue.
En queue, dans le douzième passage, un escalier montant, ouverture vers la queue.
Note : Les trains roulent de droite vers la gauche.",D,462394,C01728
